The following are 500 x-y points
Out of which we will choose the 4 closest points
117.25,54.0
-9.0,-35.25
-78.75,-58.75
5.25,14.5
62.0,-27.75
27.5,17.25
-16.0,77.0
87.0,73.5
47.25,-104.0
-106.0,83.25
21.75,22.75
75.5,91.25
90.0,-99.5
28.75,53.0
74.5,53.5
71.5,-114.5
-78.5,-93.0
-122.0,-89.5
-47.25,47.25
-29.75,33.75
-113.0,47.5
79.5,97.25
-6.5,16.75
-89.0,-26.0
121.75,-24.25
-56.75,113.25
114.25,-49.0
-26.0,60.75
101.75,78.5
47.75,-14.25
-20.5,16.5
23.75,110.75
95.75,-25.5
73.25,87.0
107.75,53.25
-68.5,0.75
80.5,97.5
-6.0,-105.75
65.75,-80.0
-47.0,-84.5
78.25,-29.0
54.5,-117.75
-100.5,84.5
95.0,27.25
-14.25,26.0
-11.0,-8.25
90.5,75.5
110.25,108.75
-18.75,8.75
-85.75,-64.25
-82.75,100.5
79.25,-105.5
-104.0,-119.25
-58.75,100.0
70.25,82.25
-1.25,-46.75
-77.25,98.0
93.25,124.75
-18.25,67.75
100.25,-5.25
-24.5,-119.75
-0.5,102.5
-13.0,53.75
112.75,12.25
33.25,-18.75
-116.5,-82.25
-10.25,-79.25
43.0,55.25
-26.25,-103.0
80.25,55.5
64.75,-48.75
-40.5,123.75
-3.25,36.5
87.5,-2.0
65.5,-23.75
-29.5,-35.75
108.75,18.0
-83.0,-66.25
92.5,-85.0
110.75,-47.5
9.0,-100.25
-36.5,45.75
-83.75,-34.5
-97.75,-101.0
119.25,-83.0
-123.25,50.25
51.75,94.25
113.25,-30.25
51.5,7.75
-99.5,-87.0
-23.0,-25.75
86.5,34.25
-100.75,-76.0
28.0,-13.5
89.0,115.0
20.75,-39.25
15.5,-85.75
7.0,-114.0
-80.0,7.0
-19.25,-48.5
-124.75,97.75
114.0,-42.75
41.0,3.25
2.25,-27.5
41.75,-124.75
77.25,40.0
-33.0,9.5
18.5,40.75
-38.5,-19.25
-52.25,-120.25
82.75,103.25
114.5,-65.0
42.0,-94.5
36.75,105.5
-92.0,2.0
104.25,104.0
63.25,-81.5
8.75,-73.75
119.0,-65.25
104.75,62.5
-115.75,54.25
122.0,-102.5
-50.75,-78.0
11.5,81.75
-54.0,-41.75
121.25,22.0
77.0,-38.5
-119.75,-30.75
8.0,56.5
-104.5,62.75
2.75,-15.5
54.75,-34.75
-64.5,38.25
84.75,-3.25
-84.5,81.25
66.75,111.0
9.25,-91.5
-37.5,45.5
-34.5,-44.25
-66.5,-36.0
-52.0,110.0
-106.5,-76.25
-14.75,109.0
16.0,123.5
83.0,-76.5
106.0,-111.5
-60.0,-87.5
-14.0,10.0
49.0,49.5
-8.0,-98.0
-110.25,68.25
-67.75,-104.5
72.25,-24.75
95.25,-90.5
-50.25,-120.5
-111.75,30.75
24.0,-16.75
123.5,120.0
-58.5,90.5
91.25,-98.5
-45.75,35.75
-89.75,29.75
-123.75,45.25
-7.25,70.5
-65.25,102.0
-26.5,-71.75
-61.75,-95.5
3.75,-98.25
47.5,-94.25
123.0,-28.75
-121.5,99.5
-89.5,-84.75
-42.0,-43.5
111.5,-111.25
-95.75,46.5
-106.75,111.5
-8.75,64.0
-85.5,110.5
105.0,43.0
22.25,-31.25
112.0,20.0
-6.25,98.75
1.25,-53.75
-16.5,92.25
-20.0,-57.0
40.0,-31.5
41.5,-0.5
14.25,-10.25
83.5,-9.75
-34.0,-111.0
34.75,74.75
81.25,-44.0
-103.0,-76.75
34.0,-61.25
112.25,-24.0
57.0,-68.75
58.25,-75.0
79.75,-108.5
-79.75,85.25
101.5,-53.25
82.25,44.0
13.75,115.75
-32.75,-86.5
-15.0,119.5
-49.25,-11.5
-94.5,83.75
-4.0,-67.5
-98.75,24.25
18.0,13.0
60.75,57.5
12.0,-89.25
-111.5,-93.5
37.5,-63.5
-28.0,-34.25
96.25,-5.0
-122.5,81.0
-101.5,-10.5
32.25,-121.25
-45.0,27.5
43.5,48.5
29.5,-89.0
10.75,86.25
78.75,-57.75
-15.5,76.0
96.0,26.25
13.0,50.0
-67.5,28.0
97.5,27.75
-42.75,84.25
-31.75,-62.75
-75.75,68.5
46.5,-42.25
19.75,89.5
-94.75,-81.0
67.25,-118.0
-71.5,103.75
78.5,4.75
-10.0,-4.75
8.5,-56.75
50.5,-59.0
77.75,63.25
-118.25,68.0
62.25,-16.25
-7.0,77.75
-60.5,-67.75
-97.25,-113.5
0.25,-85.5
-100.0,-41.25
-73.0,-28.5
-39.5,96.25
-91.75,79.5
-10.5,25.25
30.0,-121.5
55.75,106.5
-77.5,-95.0
